,source,tag1,relation_label,target,tag2
3885,Pemphigus,SKINRAREDISEASE,Produces,lesions,SIGN
3886,Pemphigus,SKINRAREDISEASE,Produces,blisters that are easily ruptured,SIGN
3887,Pemphigoid,SKINRAREDISEASE,Produces,tense blisters that do not break easily,SIGN
3888,pemphigoid,SKINRAREDISEASE,Produces,hives,SIGN
3889,pemphigoid,SKINRAREDISEASE,Produces,eczema,SIGN
3890,Pemphigus,SKINRAREDISEASE,Anaphora,the disease,ANAPHOR
3891,Pemphigus,SKINRAREDISEASE,Anaphora,these diseases,ANAPHOR
3892,Pemphigus,SKINRAREDISEASE,Anaphora,The conditions,ANAPHOR
3893,Pemphigus,SKINRAREDISEASE,Anaphora,the disease,ANAPHOR
3894,pemphigoid,SKINRAREDISEASE,Anaphora,the disease,ANAPHOR
3895,pemphigoid,SKINRAREDISEASE,Anaphora,these diseases,ANAPHOR
3896,pemphigoid,SKINRAREDISEASE,Anaphora,The conditions,ANAPHOR
3897,pemphigoid,SKINRAREDISEASE,Anaphora,the disease,ANAPHOR
3898,Pitt-Hopkins syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
3899,Pitt-Hopkins syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
3900,Perniosis,RAREDISEASE,Is_a,inflammatory disorder,DISEASE
3901,Perniosis,RAREDISEASE,Anaphora,It,ANAPHOR
3902,Perniosis,RAREDISEASE,Anaphora,The lesions,ANAPHOR
3903,Perniosis,RAREDISEASE,Anaphora,the disorder,ANAPHOR
3904,It,ANAPHOR,Produces,vasculitis,SIGN
3905,It,ANAPHOR,Produces,"painful, itchy, tender, skin lesions",SIGN
3906,perniosis,RAREDISEASE,Produces,skin to swell,SIGN
3907,perniosis,RAREDISEASE,Produces,pain,SYMPTOM
3908,perniosis,RAREDISEASE,Anaphora,the disorder,ANAPHOR
3909,Perniosis,RAREDISEASE,Anaphora,it,ANAPHOR
3910,skin to swell,SIGN,Anaphora,The disorder,ANAPHOR
3911,Proctitis,RAREDISEASE,Is_a,chronic inflammatory disease,DISEASE
3912,Proctitis,RAREDISEASE,Produces,bloody diarrhea,SIGN
3913,proctitis,RAREDISEASE,Produces,inflammation of the mucus lining of the rectum with a clearly demarcated upper border above which the lining is normal.,SIGN
3914,Paget’s disease of the breast,RAREDISEASE,Is_a,breast cancer,DISEASE
3915,Paget’s disease of the breast,RAREDISEASE,Anaphora,the disorder,ANAPHOR
3916,Paget’s disease of the breast,RAREDISEASE,Anaphora,it,ANAPHOR
3917,Paget’s disease of the breast,RAREDISEASE,Anaphora,It,ANAPHOR
3918,It,ANAPHOR,Is_a,breast cancer,DISEASE
3919,Polycystic liver disease,RAREDISEASE,Produces,growth of more than 10 cysts in the liver,SIGN
3920,Polycystic liver disease,RAREDISEASE,Produces,cysts,SIGN
3921,Polycystic liver disease,RAREDISEASE,Produces,hepatomegaly,SIGN
3922,Polycystic liver disease,RAREDISEASE,Produces,abdominal pain,SYMPTOM
3923,Polycystic liver disease,RAREDISEASE,Produces,discomfort,SYMPTOM
3924,Polycystic liver disease,RAREDISEASE,Produces,dyspnea,SIGN
3925,Polycystic liver disease,RAREDISEASE,Produces,dyspepsia,SIGN
3926,Polycystic liver disease,RAREDISEASE,Produces,gastro-esophageal reflux,SIGN
3927,Polycystic liver disease,RAREDISEASE,Produces,limited mobility,SIGN
3928,Polycystic liver disease,RAREDISEASE,Produces,liver cysts,SIGN
3929,Polycystic liver disease,RAREDISEASE,Produces,compress the bile duct,SIGN
3930,polycystic liver disease,RAREDISEASE,Produces,cysts,SIGN
3931,polycystic liver disease,RAREDISEASE,Produces,ascites,SIGN
3932,polycystic liver disease,RAREDISEASE,Produces,bleeding,SIGN
3933,polycystic liver disease,RAREDISEASE,Produces,portal hypertension,SIGN
3934,polycystic liver disease,RAREDISEASE,Produces,hepatic cyst hemorrhage,SIGN
3935,polycystic liver disease,RAREDISEASE,Produces,hepatic cyst infection,SIGN
3936,polycystic liver disease,RAREDISEASE,Produces,pain,SYMPTOM
3937,polycystic liver disease,RAREDISEASE,Produces,fever,SIGN
3938,polycystic liver disease,RAREDISEASE,Produces,large liver cysts may rupture,SIGN
3939,polycystic liver disease,RAREDISEASE,Produces,abdominal pain,SYMPTOM
3940,polycystic liver disease,RAREDISEASE,Produces,cysts,SIGN
3941,disease,ANAPHOR,Produces,Cysts,SIGN
3942,Pelizaeus-Merzbacher disease,RAREDISEASE,Is_a,X-linked genetic disorder,DISEASE
3943,Pelizaeus-Merzbacher disease,RAREDISEASE,Produces,abnormalities of the white matter of the brain and spinal cord,SIGN
3944,Pelizaeus-Merzbacher disease,RAREDISEASE,Anaphora,It,ANAPHOR
3945,PMD,RAREDISEASE,Is_acron,Pelizaeus-Merzbacher disease,RAREDISEASE
3946,It,ANAPHOR,Is_a,leukodystrophies,RAREDISEASE
3947,PMD,RAREDISEASE,Produces,ataxia,SIGN
3948,PMD,RAREDISEASE,Produces,spasticity,SIGN
3949,PMD,RAREDISEASE,Produces,"slow, stiff movements of the legs",SIGN
3950,PMD,RAREDISEASE,Produces,delays in reaching developmental milestones,SIGN
3951,PMD,RAREDISEASE,Produces,late onset loss of motor abilities,SIGN
3952,PMD,RAREDISEASE,Produces,progressive deterioration of intellectual function,SIGN
3953,ovarian cancer,RAREDISEASE,Anaphora,It,ANAPHOR
3954,Precocious puberty,RAREDISEASE,Anaphora,this condition,ANAPHOR
3955,Primary intestinal lymphangiectasia,RAREDISEASE,Is_a,digestive disorder,DISEASE
3956,Primary intestinal lymphangiectasia,RAREDISEASE,Produces,dilatated lymph vessels supplying the lining of the small intestine,SIGN
3957,Primary intestinal lymphangiectasia,RAREDISEASE,Produces,edema,SIGN
3958,Primary intestinal lymphangiectasia,RAREDISEASE,Produces,abdominal discomfort,SYMPTOM
3959,PIL,RAREDISEASE,Is_acron,Primary intestinal lymphangiectasia,RAREDISEASE
3960,Psittacosis,RAREDISEASE,Is_a,infectious disease,DISEASE
3961,Psittacosis,RAREDISEASE,Produces,pneumonia,SIGN
3962,Psittacosis,RAREDISEASE,Produces,fever,SIGN
3963,Psittacosis,RAREDISEASE,Produces,myalgia,SYMPTOM
3964,Psittacosis,RAREDISEASE,Produces,dry cough,SIGN
3965,Moyamoya disease,RAREDISEASE,Is_a,progressive disorder cerebrovascular,DISEASE
3966,Moyamoya disease,RAREDISEASE,Anaphora,It,ANAPHOR
3967,It,ANAPHOR,Produces,stenosis of the carotid artery inside the skull,SIGN
3968,It,ANAPHOR,Produces,occlusion of the carotid artery inside the skull,SIGN
3969,It,ANAPHOR,Produces,tiny blood vessels at the base of the brain open up,SIGN
3970,moyamoya,RAREDISEASE,Produces,Inadequate blood supply,SIGN
3971,moyamoya,RAREDISEASE,Produces,reduced oxygen delivery to the brain,SIGN
3972,moyamoya,RAREDISEASE,Produces,oxygen deprivation,SIGN
3973,moyamoya,RAREDISEASE,Produces,stroke,SIGN
3974,moyamoya,RAREDISEASE,Produces,paralysis of the face,SIGN
3975,moyamoya,RAREDISEASE,Produces,paralysis of the arms,SIGN
3976,moyamoya,RAREDISEASE,Produces,paralysis of the f legs,SIGN
3977,moyamoya,RAREDISEASE,Produces,loss of speech,SIGN
3978,moyamoya,RAREDISEASE,Produces,transient ischemic attacks,SIGN
3979,moyamoya,RAREDISEASE,Produces,TIA,SIGN
3980,moyamoya,RAREDISEASE,Produces,headaches,SYMPTOM
3981,moyamoya,RAREDISEASE,Produces,visual disturbances,SIGN
3982,moyamoya,RAREDISEASE,Produces,developmental delay,SIGN
3983,moyamoya,RAREDISEASE,Produces,seizures,SIGN
3984,moyamoya,RAREDISEASE,Anaphora,this condition,ANAPHOR
3985,this condition,ANAPHOR,Produces,blood vessel narrowing,SIGN
3986,Juvenile PM,RAREDISEASE,Is_a,myopathy,SIGN
3987,PM,RAREDISEASE,Produces,muscle disease,SIGN
3988,polymyositis,RAREDISEASE,Is_a,neuromuscular diseases,DISEASE
3989,polymyositis,RAREDISEASE,Produces,inflammation in the muscle tissue,SIGN
3990,polymyositis,RAREDISEASE,Produces,necrosis in the muscle tissue,SIGN
3991,polymyositis,RAREDISEASE,Produces,inflammation within the muscle tissue,SIGN
3992,polymyositis,RAREDISEASE,Produces,edema within the muscle tissue,SIGN
3993,polymyositis,RAREDISEASE,Produces,elevated levels of muscle enzymes,SIGN
3994,polymyositis,RAREDISEASE,Produces,elevated levels of creatine kinase,SIGN
3995,polymyositis,RAREDISEASE,Produces,elevated levels of aldolase,SIGN
3996,polymyositis,RAREDISEASE,Produces,muscle damage,SIGN
3997,Rubella,RAREDISEASE,Is_a,viral infection,DISEASE
3998,Rubella,RAREDISEASE,Produces,fever,SIGN
3999,Rubella,RAREDISEASE,Produces,headache,SYMPTOM
4000,Rubella,RAREDISEASE,Produces,swollen lymph nodes,SIGN
4001,Rubella,RAREDISEASE,Produces,distinctive red rash,SIGN
4002,Rubella,RAREDISEASE,Anaphora,it,ANAPHOR
4003,Rubella,RAREDISEASE,Anaphora,it,ANAPHOR
4004,German measles,RAREDISEASE,Is_synon,it,ANAPHOR
4005,three-day measles,RAREDISEASE,Is_synon,it,ANAPHOR
4006,three-day measles,RAREDISEASE,Anaphora,mumps,DISEASE
4007,rubella,RAREDISEASE,Anaphora,the disease,ANAPHOR
4008,rubella,RAREDISEASE,Anaphora,the disease,ANAPHOR
4009,rubella,RAREDISEASE,Produces,rash,SIGN
4010,Pyoderma gangrenosum,SKINRAREDISEASE,Is_a,inflammatory skin disorde,DISEASE
4011,Pyoderma gangrenosum,SKINRAREDISEASE,Produces,papules,SIGN
4012,Pyoderma gangrenosum,SKINRAREDISEASE,Produces,nodules,SIGN
4013,Pyoderma gangrenosum,SKINRAREDISEASE,Produces,ulcerations,SIGN
4014,Pyoderma gangrenosum,SKINRAREDISEASE,Produces,ulcerations,SIGN
4015,PG,SKINRAREDISEASE,Is_acron,PG,SKINRAREDISEASE
4016,inflammatory bowel disease,DISEASE,Increases_risk_of,PG,SKINRAREDISEASE
4017,PG,SKINRAREDISEASE,Anaphora,it,ANAPHOR
4018,it,ANAPHOR,Is_a,autoimmune disorder,DISEASE
4019,Pyoderma gangrenosum,SKINRAREDISEASE,Anaphora,It,ANAPHOR
4020,Multiple pterygium syndrome,RAREDISEASE,Is_a,genetic disorder,DISEASE
4021,Multiple pterygium syndrome,RAREDISEASE,Produces,minor facial anomalies,SIGN
4022,Multiple pterygium syndrome,RAREDISEASE,Produces,short stature,SIGN
4023,Multiple pterygium syndrome,RAREDISEASE,Produces,vertebral defects,SIGN
4024,Multiple pterygium syndrome,RAREDISEASE,Produces,contractures of the neck,SIGN
4025,Multiple pterygium syndrome,RAREDISEASE,Produces,pterygia of the neck,SIGN
4026,Multiple pterygium syndrome,RAREDISEASE,Produces,inside bend of the elbows,SIGN
4027,Multiple pterygium syndrome,RAREDISEASE,Produces,inside bend of the back of the knees,SIGN
4028,Multiple pterygium syndrome,RAREDISEASE,Produces,inside bend of the armpits,SIGN
4029,Multiple pterygium syndrome,RAREDISEASE,Produces,inside bend of the fingers,SIGN
4030,Multiple pterygium syndrome,RAREDISEASE,Is_a,genetic disorder,DISEASE
4031,Multiple pterygium syndrome,RAREDISEASE,Anaphora,this disorder,ANAPHOR
4032,Parry-Romberg syndrome,RAREDISEASE,Produces,hemifacial atrophy slowly progressive,SIGN
4033,Parry-Romberg syndrome,RAREDISEASE,Produces,neurological abnormalities,SIGN
4034,Parry-Romberg syndrome,RAREDISEASE,Produces,abnormalities affecting the eyes,SIGN
4035,Parry-Romberg syndrome,RAREDISEASE,Produces,abnormalities affecting the teeth,SIGN
4036,Parry-Romberg syndrome,RAREDISEASE,Anaphora,Parry-Romberg syndrome,RAREDISEASE
4037,Parry-Romberg syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
4038,Polymyalgia rheumatica,RAREDISEASE,Is_a,inflammatory disease,DISEASE
4039,Polymyalgia rheumatica,RAREDISEASE,Produces,myalgia,SYMPTOM
4040,Polymyalgia rheumatica,RAREDISEASE,Produces,stiffness,SIGN
4041,Polymyalgia rheumatica,RAREDISEASE,Produces,fatigue,SYMPTOM
4042,Polymyalgia rheumatica,RAREDISEASE,Produces,low-grade fever,SIGN
4043,Polymyalgia rheumatica,RAREDISEASE,Produces,malaise,SYMPTOM
4044,Polymyalgia rheumatica,RAREDISEASE,Produces,atrophy,SIGN
4045,Polymyalgia rheumatica,RAREDISEASE,Produces,muscle weakness,SIGN
4046,Polymyalgia rheumatica,RAREDISEASE,Produces,disability,SIGN
4047,polymyalgia rheumatica,RAREDISEASE,Produces,elevated sedimentation rate,SIGN
4048,polymyalgia rheumatica,RAREDISEASE,Produces,serum albumin elevated,SIGN
4049,polymyalgia rheumatica,RAREDISEASE,Produces,globulins elevated,SIGN
4050,polymyalgia rheumatica,RAREDISEASE,Produces,fibronogen elevated,SIGN
4051,polymyalgia rheumatica,RAREDISEASE,Anaphora,this disorder,ANAPHOR
4052,Nocardiosis,RAREDISEASE,Is_a,infectious pulmonary disease,DISEASE
4053,Nocardiosis,RAREDISEASE,Produces,abscesses in the lungs,SIGN
4054,Nocardiosis,RAREDISEASE,Produces,extend through the chest wall abscesses,SIGN
4055,Nocardiosis,RAREDISEASE,Anaphora,The infection,ANAPHOR
4056,Nocardiosis,RAREDISEASE,Produces,breath sounds in the lungs,SIGN
4057,Nocardiosis,RAREDISEASE,Produces,crackles in the infected lung,SIGN
4058,Nocardiosis,RAREDISEASE,Produces,rales in the infected lung,SIGN
4059,Nocardiosis,RAREDISEASE,Produces,abscesses,SIGN
4060,Osteonecrosis,RAREDISEASE,Anaphora,it,ANAPHOR
4061,avascular necrosis,RAREDISEASE,Is_synon,Osteonecrosis,RAREDISEASE
4062,AVN,RAREDISEASE,Is_acron,avascular necrosis,RAREDISEASE
4063,aseptic necrosis,RAREDISEASE,Is_synon,Osteonecrosis,RAREDISEASE
4064,ischemic bone necrosis,RAREDISEASE,Is_synon,Osteonecrosis,RAREDISEASE
4065,it,ANAPHOR,Produces,collapse of the joint surface,SIGN
4066,it,ANAPHOR,Produces,arthritis,SIGN
4067,it,ANAPHOR,Produces,irregular joint surface,SIGN
4068,osteonecrosis,RAREDISEASE,Anaphora,the disease,ANAPHOR
4069,the disease,ANAPHOR,Produces,joint pain,SYMPTOM
4070,osteonecrosis,RAREDISEASE,Produces,joint surface collapse,SIGN
4071,osteonecrosis,RAREDISEASE,Produces,pain,SYMPTOM
4072,osteonecrosis,RAREDISEASE,Produces,Pain,SYMPTOM
4073,osteonecrosis,RAREDISEASE,Produces,osteoarthritis,SIGN
4074,Osteonecrosis,RAREDISEASE,Anaphora,It,ANAPHOR
4075,Osteonecrosis,RAREDISEASE,Anaphora,it,ANAPHOR
4076,PHACE syndrome,RAREDISEASE,Anaphora,it,ANAPHOR
4077,PHACE syndrome,RAREDISEASE,Anaphora,It,ANAPHOR
4078,PHACE syndrome,RAREDISEASE,Anaphora,the disorder,ANAPHOR
4079,Oculo-auriculo-vertebral spectrum,RAREDISEASE,Anaphora,These disorders,ANAPHOR
4080,OAVS,RAREDISEASE,Is_acron,Oculo-auriculo-vertebral spectrum,RAREDISEASE
4081,These disorders,ANAPHOR,Produces,malformations of the eyes,SIGN
4082,These disorders,ANAPHOR,Produces,malformations of the ears,SIGN
4083,These disorders,ANAPHOR,Produces,malformations of the spine,SIGN
4084,OAVS,RAREDISEASE,Produces,acial asymmetry,SIGN
4085,PCT,SKINRAREDISEASE,Anaphora,The disorder,ANAPHOR
4086,Retinopathy of prematurity,RAREDISEASE,Is_a,potentially blinding disease,DISEASE
4087,Retinopathy of prematurity,RAREDISEASE,Produces,In infants blood vessels that supply the retinas are not yet completely developed,SIGN
4088,ROP,RAREDISEASE,Is_acron,Retinopathy of prematurity,RAREDISEASE
4089,scarring of the retina,SIGN,Produces,strabismus,DISEASE
4090,ROP,RAREDISEASE,Produces,bleeding,SIGN
4091,ROP,RAREDISEASE,Produces,scarring of the retina,SIGN
4092,ROP,RAREDISEASE,Produces,retinal detachment,SIGN
4093,ROP,RAREDISEASE,Produces,visual loss,SIGN
4094,ROP,RAREDISEASE,Produces,eye abnormalities,SIGN
4095,ROP,RAREDISEASE,Produces,nearsightedness,SIGN
4096,ROP,RAREDISEASE,Produces,retinal detachment,SIGN
4097,low birth weight,DISEASE,Increases_risk_of,ROP,RAREDISEASE
4098,premature delivery,DISEASE,Increases_risk_of,ROP,RAREDISEASE
4099,ROP,RAREDISEASE,Produces,visual impairment,SIGN
4100,ROP,RAREDISEASE,Produces,blindness,SIGN
4101,PMS,RAREDISEASE,Anaphora,this deletion,ANAPHOR
4102,PMS,RAREDISEASE,Anaphora,this subtle chromosome abnormality,ANAPHOR
4103,PAIS,RAREDISEASE,Is_a,androgen sensitivity syndrome,RAREDISEASE
4104,PAIS,RAREDISEASE,Anaphora,this genetic condition,ANAPHOR
4105,Rasmussen encephalitis,RAREDISEASE,Produces,encephalitis,SIGN
4106,Rasmussen encephalitis,RAREDISEASE,Produces,epilepsy,SIGN
4107,Rasmussen encephalitis,RAREDISEASE,Produces,progressive cerebral destruction,SIGN
4108,Rasmussen encephalitis,RAREDISEASE,Produces,hemiparesis,SIGN
4109,Rasmussen encephalitis,RAREDISEASE,Produces,language problems,SIGN
4110,Rasmussen encephalitis,RAREDISEASE,Produces,intellectual disabilities,SIGN
4111,Rasmussen encephalitis,RAREDISEASE,Anaphora,this disorder,ANAPHOR
4112,Rasmussen syndrome,RAREDISEASE,Is_synon,Rasmussen encephalitis,RAREDISEASE
4113,this disorder,ANAPHOR,Produces,brain inflammation,SIGN
4114,this disorder,ANAPHOR,Produces,brain damage,SIGN
4115,this disorder,ANAPHOR,Produces,permanent neurological deficits,SIGN
4116,Rasmussen encephalitis,RAREDISEASE,Anaphora,the disease,ANAPHOR
4117,Rasmussen encephalitis,RAREDISEASE,Anaphora,this disorder,ANAPHOR
4118,Rasmussen encephalitis,RAREDISEASE,Anaphora,It,ANAPHOR
4119,It,ANAPHOR,Produces,seizures,SIGN
4120,PNH,RAREDISEASE,Produces,intravascular hemolysis,SIGN
4121,PNH,RAREDISEASE,Produces,hemoglobinuria,SIGN
4122,PNH,RAREDISEASE,Produces,high serum LDH concentration,SIGN
4123,Poland Syndrome,RAREDISEASE,Produces,abnormalities in the hands,SIGN
4124,Poland Syndrome,RAREDISEASE,Produces,abnormalities in the forearms,SIGN
4125,Poland Syndrome,RAREDISEASE,Produces,abnormalities in the ribs,SIGN
4126,Poland Syndrome,RAREDISEASE,Produces,abnormalities in the shoulder blades,SIGN
4127,Osteomyelitis,RAREDISEASE,Anaphora,this infection,ANAPHOR
4128,diabetes,DISEASE,Increases_risk_of,this infection,ANAPHOR
4129,this infection,ANAPHOR,Is_a,bone infections,DISEASE
4130,Uveitis,RAREDISEASE,Produces,inflammation uvea,SIGN
4131,Posterior uveitis,RAREDISEASE,Anaphora,This condition,ANAPHOR
4132,Posterior uveitis,RAREDISEASE,Anaphora,It,ANAPHOR
4133,Posterior uveitis,RAREDISEASE,Anaphora,it,ANAPHOR
4134,uveitis,RAREDISEASE,Anaphora,the disorder,ANAPHOR
4135,PTS,RAREDISEASE,Anaphora,the disorder,ANAPHOR
4136,PTS,RAREDISEASE,Anaphora,The condition,ANAPHOR
4137,Lou Gehrig’s disease,RAREDISEASE,Is_synon,amyotrophic lateral sclerosis,RAREDISEASE
4138,neoplastic brachial plexopathy,DISEASE,Is_synon,brachial plexus injury secondary to cancer,DISEASE
4139,PTS,RAREDISEASE,Produces,Adhesive capsulitis,SIGN
4140,Polyarteritis nodosa,RAREDISEASE,Is_a,multi-system disorder,DISEASE
4141,Polyarteritis nodosa,RAREDISEASE,Produces,damage to small and medium-sized arteries,SIGN
4142,Polyarteritis nodosa,RAREDISEASE,Produces,small and medium-sized arteries widespread inflammation,SIGN
4143,Polyarteritis nodosa,RAREDISEASE,Produces,small and medium-sized arteries weakening,SIGN
4144,Polyarteritis nodosa,RAREDISEASE,Produces,hypertension,SIGN
4145,Polyarteritis nodosa,RAREDISEASE,Produces,aneurysm of an arterial wall,SIGN
4146,Polyarteritis nodosa,RAREDISEASE,Produces,thrombosis,SIGN
4147,Polyarteritis nodosa,RAREDISEASE,Produces,obstruction of blood supply to certain tissues,SIGN
4148,Polyarteritis nodosa,RAREDISEASE,Produces,necrosis,SIGN
4149,Polyarteritis nodosa,RAREDISEASE,Produces,Damage to affected arteries,SIGN
4150,Polyarteritis nodosa,RAREDISEASE,Produces,hypertension,SIGN
4151,Polyarteritis nodosa,RAREDISEASE,Produces,aneurysm of an arterial wall,SIGN
4152,Polyarteritis nodosa,RAREDISEASE,Produces,thrombosis,SIGN
4153,Polyarteritis nodosa,RAREDISEASE,Produces,necrosis,SIGN
4154,Polyarteritis nodosa,RAREDISEASE,Produces,Joint pain,SYMPTOM
4155,Polyarteritis nodosa,RAREDISEASE,Produces,muscle pain,SYMPTOM
4156,Polyarteritis nodosa,RAREDISEASE,Produces,abdominal pain,SYMPTOM
4157,Polyarteritis nodosa,RAREDISEASE,Anaphora,it,ANAPHOR
4158,Polyarteritis nodosa,RAREDISEASE,Anaphora,It,ANAPHOR
4159,primary hyperparathyroidism,RAREDISEASE,Anaphora,the disorder,ANAPHOR
4160,the disorder,ANAPHOR,Produces,asymptomatic,SYMPTOM
4161,PMM2-CDG,RAREDISEASE,Is_a,inherited metabolic disorders,DISEASE
4162,PMM2-CDG,RAREDISEASE,Anaphora,this specific disorder,ANAPHOR
4163,inherited metabolic disorders,DISEASE,Anaphora,these disorders,ANAPHOR
4164,PMM2-CDG,RAREDISEASE,Anaphora,the disorder,ANAPHOR
4165,PLAN,RAREDISEASE,Is_a,genetic disorder,DISEASE
4166,PLAN,RAREDISEASE,Anaphora,It,ANAPHOR
4167,Progressive myoclonus epilepsy,RAREDISEASE,Anaphora,These diseases,ANAPHOR
4168,PME,RAREDISEASE,Is_acron,Progressive myoclonus epilepsy,RAREDISEASE
4169,These diseases,ANAPHOR,Produces,myoclonus,SIGN
4170,These diseases,ANAPHOR,Produces,seizure,SIGN
4171,Pinta,SKINRAREDISEASE,Is_a,infectious tropical disease,DISEASE
4172,Pinta,SKINRAREDISEASE,Produces,skin lesions,SIGN
4173,Pinta,SKINRAREDISEASE,Produces,discoloration,SIGN
4174,skin lesions,SIGN,Is_a,Pinta,SKINRAREDISEASE
4175,pinta,SKINRAREDISEASE,Produces,skin lesions,SIGN
4176,pinta,SKINRAREDISEASE,Produces,skin lesions,SIGN
4177,Polycythemia vera,RAREDISEASE,Anaphora,The disorder,ANAPHOR
4178,Polycythemia vera,RAREDISEASE,Anaphora,It,ANAPHOR
4179,Polycythemia vera,RAREDISEASE,Anaphora,It,ANAPHOR
4180,POEMS syndrome,RAREDISEASE,Anaphora,it,ANAPHOR
4181,POEMS syndrome,RAREDISEASE,Anaphora,The disorder,ANAPHOR
4182,prolactinoma,RAREDISEASE,Is_a,adenoma,DISEASE
4183,prolactinoma,RAREDISEASE,Produces,prolactin excessive,SIGN
4184,prolactinoma,RAREDISEASE,Produces,hyperprolactinemia,SIGN
4185,hyperprolactinemia,DISEASE,Produces,irregular menstrual periods,SIGN
4186,hyperprolactinemia,DISEASE,Produces,absence of periods,SIGN
4187,hyperprolactinemia,DISEASE,Produces,infertility,SIGN
4188,hyperprolactinemia,DISEASE,Produces,galactorrhea,SIGN
4189,hyperprolactinemia,DISEASE,Produces,impotence,SIGN
4190,pituitary adenoma,RAREDISEASE,Produces,prolactin level is >150-200 ng/ml,SIGN
4191,pars planitis,RAREDISEASE,Produces,significant vision loss,SIGN
4192,pars planitis,RAREDISEASE,Anaphora,It,ANAPHOR
4193,It,ANAPHOR,Is_a,immunological disorder of the eye,DISEASE
4194,It,ANAPHOR,Produces,inflammation of a part of the uvea,SIGN
4195,Pars planitis,RAREDISEASE,Is_a,ocular disorder,DISEASE
4196,Pontocerebellar hypoplasias,RAREDISEASE,Produces,prenatal development of an abnormally small cerebellum and brain stem,SIGN
4197,Pontocerebellar hypoplasias,RAREDISEASE,Produces,profound psychomotor retardation,SIGN
4198,PCH,RAREDISEASE,Is_acron,Pontocerebellar hypoplasias,RAREDISEASE
